,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,,ID,Expiration,Certification Body,Certification Address,Certification Contact
114,Taiwan,宋明光	蝙蝠洞莊園	蝙蝠洞莊園,A14-Northern Taiwan Specialty Coffee Evaluation,宋明光	蝙蝠洞莊園	蝙蝠洞莊園,,Taiwu Coffee Cooperative,250-300,新竹縣,宋明光,1,10 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.58,7.75,7.58,7.75,7.58,7.67,10.0,10.0,10.0,7.67,0.0,83.58,9.1 %,0 full defects,0,Green,0 full defects,,150681,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
115,Taiwan,正源咖啡,A30-Northern Taiwan Specialty Coffee Evaluation,正源咖啡,,Taiwu Coffee Cooperative,250-400,新竹縣,彭文正,1,10 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Natural / Dry,7.58,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.67,0.0,83.58,8.4 %,0 full defects,0,Green,0 full defects,,744798,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
116,Guatemala,SAN FRANCISCO COTZAL,P-4142,"INMOBILIARIA E INVERSIONES DOS MIL, S. A.",11/441/50,Asociación Nacional del Cafe,1600,QUICHE,SAN FRANCISCO COTZAL,275,69 kg,Asociacion Nacional Del Café,2021 / 2022,"May 19th, 2022",Angelica Paola Citan Lopez,Caturra,Completed,Washed / Wet,7.58,7.83,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.75,0.0,83.58,10.9 %,0 full defects,2,Green,4 full defects,,661349,"May 19th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -
117,Taiwan,森悅高峰咖啡莊園Sen Yue High Pk.,11111,森悅高峰咖啡莊園Sen Yue High Pk.,,Taiwan Coffee Laboratory,1400,"南投縣仁愛鄉 Ren'ai Township, Nantou County","吳振宏 Wu, Chen Hung",1,50 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022","WU, YI-ZHEN 吳懿真",SL34,Completed,Pulped natural / honey,7.42,7.83,7.67,7.75,7.67,7.58,10.0,10.0,10.0,7.67,0.0,83.58,10.9 %,0 full defects,0,Green,0 full defects,,705909,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
118,Colombia,La fortaleza,3-0104-00202 Popayán Supremo,Trilladora Pubenza,3-0104-00202,Cafe Colsuaves,1700,Popayán Cauca,La fortaleza,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2022,"January 18th, 2023",pablo velosa,Caturra,Completed,Washed / Wet,7.75,7.75,7.5,7.58,7.83,7.5,10.0,10.0,10.0,7.58,0.0,83.5,12.2 %,0 full defects,0,Bluish-Green,2 full defects,,329719,"January 18th, 2024",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
119,Ethiopia,YHAENU PLC FARM,1,GUJI COFFEE EXPORT P.L.C,,yhaenu plc,1700,OROMIA,YHAENU PLC,320,19200 kg,METAD Agricultural Development plc,2021 / 2022,"November 30th, 2022",YHAENU PLC,Ethiopian Heirlooms,Completed,Washed / Wet,7.42,7.42,7.42,8.0,7.92,7.67,10.0,10.0,10.0,7.67,0.0,83.5,10.4 %,0 full defects,1,Greenish,11 full defects,,947066,"November 30th, 2023",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196"
120,Thailand,Doi Tung Development Project,BOURBON 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1200 - 1580,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Bourbon,Completed,Washed / Wet,7.42,7.83,7.58,7.67,7.67,7.75,10.0,10.0,10.0,7.58,0.0,83.5,13.1 %,0 full defects,0,Green,0 full defects,,275002,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
121,Guatemala,APROCAFE,4150220029,,11/63/626,"RETRILLAS DEL PACIFICO, S. A.",1600,ATITLAN,APROCAFE,632,30 kg,Asociacion Nacional Del Café,2021 / 2022,"March 17th, 2022",Angelica Paola Citan Lopez,Bourbon,Completed,Washed / Wet,7.58,7.83,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.75,0.0,83.5,10.7 %,0 full defects,2,Green,4 full defects,,5,"March 17th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -
122,Honduras,varias,AMNI-22-6011-1,Beneficio seco,13-167-471,Cafe Organico Marcala S.A de C.V.,1400,Marcala,comsa,260,69 kg,Instituto Hondureño del Café,2021 / 2022,"August 17th, 2022",Eliud Hernandez Gonzales,SHG,Completed,Washed / Wet,7.75,7.67,7.58,7.58,7.58,7.67,10.0,10.0,10.0,7.67,0.0,83.5,11.2 %,0 full defects,1,Green,5 full defects,,183019,"August 17th, 2023",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042
123,Taiwan,香香久溢咖啡莊園,"The 2022 Pacific Rim Coffee Summit,T022",香香久溢咖啡莊園,,Taiwan Coffee Laboratory,1100,Chiayi,吳昭昀,1,40 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"November 15th, 2022",Wu Jhao Yun,Typica + SL34,Completed,Washed / Wet,7.75,7.92,7.67,7.92,7.75,7.83,8.67,10.0,10.0,7.92,0.0,83.42,10.1 %,0 full defects,0,Blue-Green,0 full defects,,434200,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
124,Taiwan,花囍田咖啡莊園Hua Xi Tian Manor Cafe',1101118,花囍田咖啡莊園Hua Xi Tian Manor Cafe',,Taiwan Coffee Laboratory,1080,"雲林縣古坑鄉 Gukeng Township, Yunlin County","林貝珊 Lin, Pei-Shan",1,35 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022",Huaxitian,Yellow Bourbon,Completed,Natural / Dry,7.92,7.67,7.58,7.58,7.42,7.58,10.0,10.0,10.0,7.67,0.0,83.42,9.9 %,0 full defects,0,Green,0 full defects,,448624,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
125,Thailand,Doi Nan,CQU2022011,Doi Nan,,Coffee Quality Union,1450,Suan Ya Lung,Chalerm,5,2 kg,Japan Coffee Exchange,2022,"June 16th, 2022",Coffee Quality Union,Java,Completed,Washed / Wet,7.67,7.67,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.67,0.0,83.42,11.6 %,0 full defects,2,Green,0 full defects,,735285,"June 16th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
126,Uganda,Bugisu Shamba,035/170/5021210,Kawacom,,Kawacom uganda LTD,1400 - 1900,Mt Elgon,Kawacom Uganda Ltd,150,60 kg,Uganda Coffee Development Authority,2021 / 2022,"July 7th, 2022",Kawacom Uganda LTD,SL14,Completed,Washed / Wet,7.75,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,0.0,83.42,10.1 %,0 full defects,0,Green,3 full defects,,677657,"July 7th, 2023",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119
127,Costa Rica,Gamboa Farm,11521-01,Beneficio Montañas del Diamante,5-0025-0112,"CECA,S.A.",1850,Tarrazu/Los Santos,Martin Gutierrez,350,35 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,"April 12th, 2022","CECA, S.A.",Caturra,Completed,Washed / Wet,7.83,7.75,7.42,7.42,7.67,7.5,10.0,10.0,10.0,7.75,0.0,83.33,11 %,0 full defects,0,Green,1 full defects,,599385,"April 12th, 2023",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
128,Taiwan,四分子道,A04-Northern Taiwan Specialty Coffee Evaluation,四分子道,,Taiwu Coffee Cooperative,200-300,新竹縣,林士傑,1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.58,7.67,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.75,0.0,83.33,9.7 %,0 full defects,0,Greenish,0 full defects,,918443,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
129,Guatemala,MI CAFECITO & LA PROVIDENCIA,1,MI CAFECITO + AGUA SANTA LA PROVIDENCIA + AGUA SANTA,,Mr.Brown Cafe,1280-1325,NEW ORIENTE & HUEHUETENANGO,500 PRODUCERS,320,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"December 30th, 2022",MR.BROWN CAFE,"MARSELLESA, CATUAI, CATURRA & MARSELLESA, ANACAFE 14, CATUAI",Completed,Washed / Wet,7.5,7.75,7.58,7.75,7.67,7.58,10.0,10.0,10.0,7.5,0.0,83.33,11.4 %,0 full defects,0,Green,0 full defects,,917199,"December 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
130,Thailand,Doi Tung Development Project,TYPICA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1300-1500,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Typica,Completed,Washed / Wet,7.92,7.92,7.75,7.33,7.58,7.5,10.0,10.0,10.0,7.33,0.0,83.33,12.3 %,0 full defects,0,Yellow-Green,16 full defects,,201057,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
131,Taiwan,木華莊園,A21-Northern Taiwan Specialty Coffee Evaluation,木華莊園,,Taiwu Coffee Cooperative,300,桃園市,簡進財,1,80 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Washed / Wet,7.58,7.67,7.58,7.75,7.42,7.58,10.0,10.0,10.0,7.75,0.0,83.33,9.6 %,0 full defects,0,Green,1 full defects,,128172,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
132,Colombia,El Laurel,1,Hulling facility,,Minka coffee company LTD,1100,Sierra Nevada de Santa Marta,Eric SELLIN,2,1 kg,FABB Academy of Coffee,2021 / 2022,"September 30th, 2022",piradaPKPL,Caturra,Completed,Washed / Wet,7.67,7.67,7.42,7.75,7.5,7.75,10.0,10.0,10.0,7.58,0.0,83.33,13.5 %,0 full defects,0,greenish,0 full defects,,913173,"September 30th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
133,Taiwan,東泓咖啡莊園,"The 2022 Pacific Rim Coffee Summit,T019",東泓咖啡莊園,,Taiwan Coffee Laboratory,750,Yunlin,陳善東,1,100 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"November 15th, 2022",CHEN SHAN DONG 陳善東,SL34,Completed,Washed / Wet,7.75,7.83,7.58,7.58,7.58,7.5,10.0,10.0,10.0,7.5,0.0,83.33,10.7 %,0 full defects,0,Blue-Green,1 full defects,,852126,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
134,Uganda,Masereka William,7969,Dry Mill,11/35,Kyagalanyi Coffee Limited,1905,Rwenzori,Kyagalanyi coffee limited,320,60 kg,Uganda Coffee Development Authority,2021 / 2022,"September 1st, 2022",KYAGALANYI COFFEE LIMITED,SL14,Completed,Washed / Wet,7.75,7.67,7.58,7.5,7.67,7.5,10.0,10.0,10.0,7.67,0.0,83.33,11.1 %,0 full defects,0,Green,5 full defects,,989481,"September 1st, 2023",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119
135,Honduras,varias,AMNI-22-6011-2,Beneficio seco,13-167-471-2,Cafe Organico Marcala S.A de C.V.,1400,Marcala,comsa,260,69 kg,Instituto Hondureño del Café,2021 / 2022,"August 17th, 2022",Eliud Hernandez Gonzales,Catuai,Completed,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,0.0,83.25,11.3 %,0 full defects,1,Green,5 full defects,,442273,"August 17th, 2023",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042
136,Honduras,La Bendicion,"The 2022 Pacific Rim Coffee Summit,HN03","COMSA (Cafe Organic Marcala, S.A)",,Taiwan Coffee Laboratory,1600,"Marcala, La Paz",Joaquin Suazo,9,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"November 15th, 2022",Taiwan Coffee Laboratory 台灣咖啡研究室,Lempira,Completed,Washed / Wet,7.67,7.75,7.67,7.58,7.5,7.58,10.0,10.0,10.0,7.5,0.0,83.25,10.5 %,0 full defects,0,Bluish-Green,3 full defects,,814258,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
137,Brazil,Fazenda Conquista e Capoeirinha,004/22,Dry mill,,Ipanema Coffees,950,Sul de Minas,Ipanema Agrícola SA,960,60 kg,Brazil Specialty Coffee Association,2022 / 2023,"February 13th, 2023",Ipanema Coffees,Mundo Novo,Completed,Natural / Dry,7.58,7.5,7.5,7.83,7.67,7.5,10.0,10.0,10.0,7.67,0.0,83.25,11.6 %,0 full defects,0,Green,4 full defects,,914711,"February 13th, 2024",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705
138,"Tanzania, United Republic Of",MASHIMA AMCOS,CN 4127220163/4189220459,GOURMET COFFEE MILL,033/0010/032,DORMAN TANZANIA LTD,1400-1700,KILIMANJARO,DORMAN TANZANIA LTD,320,60 kg,Kenya Coffee Traders Association,2022 / 2023,"January 3rd, 2023",Gilbert Maina,Bourbon,Completed,Washed / Wet,7.92,7.67,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.5,0.0,83.25,10.4 %,0 full defects,0,Greenish,8 full defects,,431038,"January 3rd, 2024",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
139,Taiwan,棒棒有機農場,A41-Northern Taiwan Specialty Coffee Evaluation,棒棒有機農場,,Taiwu Coffee Cooperative,1100-1200,苗栗縣,林木青,1,320 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Washed / Wet,7.75,7.75,7.58,7.67,7.42,7.5,10.0,10.0,10.0,7.58,0.0,83.25,9.6 %,0 full defects,0,Green,1 full defects,,526397,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
140,Kenya,Several Farmers,37/12173/652,Dry Mill of Othaya Co-operative,,Marubeni Corporation,2000,Nyeri,Othaya Co-operative,53,60 kg,Japan Coffee Exchange,2021,"May 2nd, 2022",Ikuto Uehara,SL28,Completed,Washed / Wet,7.58,7.67,7.5,7.75,7.67,7.58,10.0,10.0,10.0,7.5,0.0,83.25,11.6 %,0 full defects,3,Green,1 full defects,,771213,"May 2nd, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
141,Colombia,Blend,3-0960-01779,Sucafina Trilladora Neiva,3-0960-,Sucafina Colombia SAS,1800,Huila,Colombia Excelso Q Arabica Certified,275,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2021 / 2022,"April 22nd, 2022",Sucafina Colombia SAS,Caturra,Completed,Washed / Wet,7.75,7.58,7.17,7.67,7.75,7.67,10.0,10.0,10.0,7.67,0.0,83.25,11.3 %,0 full defects,1,Green,0 full defects,,403616,"April 22nd, 2023",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
142,Taiwan,蜜多莊園,A35-Northern Taiwan Specialty Coffee Evaluation,蜜多莊園,,Taiwu Coffee Cooperative,200-300,新竹縣,張新榮,1,16 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Natural / Dry,7.75,7.75,7.5,7.75,7.5,7.42,10.0,10.0,10.0,7.5,0.0,83.17,9.7 %,0 full defects,0,Greenish,2 full defects,,764728,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
143,Costa Rica,Gamboa Farm,11523-01,Beneficio Montañas del Diamante,5-0025-0114,"CECA,S.A.",1850,Tarrazu/Los Santos,Martin Gutierrez,200,69 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,"April 8th, 2022","CECA, S.A.",Caturra,Completed,Washed / Wet,7.75,7.58,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.58,0.0,83.17,11.1 %,0 full defects,2,Green,5 full defects,,300672,"April 8th, 2023",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
144,Taiwan,迎曦山丘,A20-Northern Taiwan Specialty Coffee Evaluation,迎曦山丘,,Taiwu Coffee Cooperative,340,苗栗縣,翁召安,1,100 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Washed / Wet,7.67,7.67,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.67,0.0,83.17,11.8 %,0 full defects,0,Blue-Green,0 full defects,,748900,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
145,Laos,Nongluang Bolaven Plateau,DCN03.11.2022,Dao Heuang Group,,Dao Heuang Group,1200 - 1300,"Nongluang Bolaven Plateau, Champasack, Lao PDR",Dao Heuang Group,26,60 kg,Specialty Coffee Association of Indonesia,2022,"December 30th, 2022",Dao Heuang Group,Catimor,Completed,Natural / Dry,7.67,7.75,7.33,7.67,7.58,7.5,10.0,10.0,10.0,7.58,0.0,83.08,11.8 %,0 full defects,0,brownish,7 full defects,,106719,"December 30th, 2023",Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl. Harsono RM No. 3, Ragunan, South Jakarta, Jakarta",Mr. Michael Utama or Mr. Andi Fachri - 081382657727 / 087789140881
146,Honduras,La Cuchilla,187,CIGRAH,13-111-059,CIGRAH,1368,"Centro, Lagunetillas - Ajuterique, Comayagua",Fausto Nahun Maldonado,250,69 kg,Instituto Hondureño del Café,2021 / 2022,"May 23rd, 2022",Comercial Internacional de Granos de Honduras SA de CV,Catuai,Completed,Washed / Wet,7.67,7.67,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.58,0.0,83.08,10.6 %,0 full defects,2,Green,7 full defects,,754708,"May 23rd, 2023",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042
147,Taiwan,東泓咖啡莊園Dong Hong Coffee Mamor,1,東泓咖啡莊園Dong Hong Coffee Mamor,,Taiwan Coffee Laboratory,750,"雲林縣古坑鄉 Gukeng Township, Yunlin County","陳善東 Chen, Shan-Dong",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022",CHEN SHAN DONG 陳善東,SL34,Completed,Natural / Dry,7.75,7.83,7.5,7.5,7.42,7.58,10.0,10.0,10.0,7.5,0.0,83.08,10.1 %,0 full defects,0,Yellow-Green,1 full defects,,100400,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
148,Colombia,EL PRADO,3-59-0654,NEIVA,3-59-0654,carcafe ltda,1650,HUILA,FRANKLIN DUSSAN,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2022 / 2023,"January 13th, 2023",rodrigo amaya,Caturra,Completed,Washed / Wet,8.0,7.67,7.42,7.58,7.58,7.42,10.0,10.0,10.0,7.33,0.0,83.0,13.1 %,0 full defects,0,Bluish-Green,1 full defects,,449544,"January 13th, 2024",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
149,Nicaragua,Matagalpa - Jinotega,017-053-0165,PPC Sebaco,017-053-0165,Exportadora Atlantic S.A,1100,Matagalpa,varios productores,25,69 kg,Asociación de Cafés Especiales de Nicaragua,2021 / 2022,"March 29th, 2022",Karla Nicaragua,Caturra,Completed,Washed / Wet,7.42,7.5,7.42,7.83,7.83,7.67,10.0,10.0,10.0,7.33,0.0,83.0,10.5 %,0 full defects,4,Bluish-Green,0 full defects,,345306,"March 29th, 2023",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717
150,Mexico,Finca Tequihua,001,"Coatepec, Veracruz",3093,La Villa Coffee Company LLC,1350,"ZONGOLICA, VERACRUZ",Martin Tequihuatle Zepahua,141,69 kg,Centro Agroecológico del Café A.C.,2021 / 2022,"August 11th, 2022",Alvin La Vaughn Landry,Bourbon,Completed,Washed / Wet,7.75,7.5,7.42,7.67,7.58,7.5,10.0,10.0,10.0,7.5,0.0,82.92,11.9 %,2 full defects,0,Green,1 full defects,,300720,"August 11th, 2023",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092
151,Taiwan,樹橋窩莊園,A17-Northern Taiwan Specialty Coffee Evaluation,樹橋窩莊園,,Taiwu Coffee Cooperative,250-300,新竹縣,王維書,1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.5,7.67,7.58,7.58,7.5,7.5,10.0,10.0,10.0,7.58,0.0,82.92,8.9 %,0 full defects,0,Blue-Green,0 full defects,,405157,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
152,Taiwan,嵩岳咖啡莊園,202203,yes,non,宸嶧國際有限公司,1200,"Shibi, Gukeng Township, Yunlin County 郵遞區號 , Taiwan (R.O.C.)",郭亮志,300,1 kg,Blossom Valley International宸嶧國際,2022,"October 24th, 2022",郭亮志 GuoLiangZhi,Gesha,Completed,,7.67,7.5,7.42,7.75,7.42,7.58,10.0,10.0,10.0,7.58,0.0,82.92,10.2 %,0 full defects,0,yellow-green,0 full defects,,280845,"October 24th, 2023",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
153,Kenya,Kenyan Highlands area,CQU2022006,TAYLOR WINCH,037-0163-5536,Coffee Quality Union,1500－1950,Kericho,Selected small holder growers and wet mills,13,10 kg,Japan Coffee Exchange,2021,"April 7th, 2022",Coffee Quality Union,"SL28, SL34, Ruiru11",Completed,Washed / Wet,7.58,7.5,7.58,7.67,7.5,7.5,10.0,10.0,10.0,7.58,0.0,82.92,11.7 %,0 full defects,0,Green,2 full defects,,325010,"April 7th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
