,ID,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact,Species
116,705909,Taiwan,森悅高峰咖啡莊園Sen Yue High Pk.,11111,森悅高峰咖啡莊園Sen Yue High Pk.,,Taiwan Coffee Laboratory,1400,"南投縣仁愛鄉 Ren'ai Township, Nantou County","吳振宏 Wu, Chen Hung",1,50 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,2022-04-06,"WU, YI-ZHEN 吳懿真",SL34,Completed,Pulped natural / honey,7.42,7.83,7.67,7.75,7.67,7.58,10.0,10.0,10.0,7.67,0.0,83.58,10.9 %,0 full defects,0,Green,0 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
117,329719,Colombia,La fortaleza,3-0104-00202 Popayán Supremo,Trilladora Pubenza,3-0104-00202,Cafe Colsuaves,1700,Popayán Cauca,La fortaleza,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2022,2023-01-18,pablo velosa,Caturra,Completed,Washed / Wet,7.75,7.75,7.5,7.58,7.83,7.5,10.0,10.0,10.0,7.58,0.0,83.5,12.2 %,0 full defects,0,Bluish-Green,2 full defects,2024-01-18,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,Arabica
118,947066,Ethiopia,YHAENU PLC FARM,1,GUJI COFFEE EXPORT P.L.C,,yhaenu plc,1700,OROMIA,YHAENU PLC,320,19200 kg,METAD Agricultural Development plc,2021 / 2022,2022-11-30,YHAENU PLC,Ethiopian Heirlooms,Completed,Washed / Wet,7.42,7.42,7.42,8.0,7.92,7.67,10.0,10.0,10.0,7.67,0.0,83.5,10.4 %,0 full defects,1,Greenish,11 full defects,2023-11-30,METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",Arabica
119,275002,Thailand,Doi Tung Development Project,BOURBON 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1200 - 1580,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,2022-07-14,Doi Tung Development Project,Bourbon,Completed,Washed / Wet,7.42,7.83,7.58,7.67,7.67,7.75,10.0,10.0,10.0,7.58,0.0,83.5,13.1 %,0 full defects,0,Green,0 full defects,2023-07-14,FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Arabica
120,183019,Honduras,varias,AMNI-22-6011-1,Beneficio seco,13-167-471,Cafe Organico Marcala S.A de C.V.,1400,Marcala,comsa,260,69 kg,Instituto Hondureño del Café,2021 / 2022,2022-08-17,Eliud Hernandez Gonzales,SHG,Completed,Washed / Wet,7.75,7.67,7.58,7.58,7.58,7.67,10.0,10.0,10.0,7.67,0.0,83.5,11.2 %,0 full defects,1,Green,5 full defects,2023-08-17,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,Arabica
121,434200,Taiwan,香香久溢咖啡莊園,"The 2022 Pacific Rim Coffee Summit,T022",香香久溢咖啡莊園,,Taiwan Coffee Laboratory,1100,Chiayi,吳昭昀,1,40 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2022-11-15,Wu Jhao Yun,Typica + SL34,Completed,Washed / Wet,7.75,7.92,7.67,7.92,7.75,7.83,8.67,10.0,10.0,7.92,0.0,83.42,10.1 %,0 full defects,0,Blue-Green,0 full defects,2023-11-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
122,448624,Taiwan,花囍田咖啡莊園Hua Xi Tian Manor Cafe',1101118,花囍田咖啡莊園Hua Xi Tian Manor Cafe',,Taiwan Coffee Laboratory,1080,"雲林縣古坑鄉 Gukeng Township, Yunlin County","林貝珊 Lin, Pei-Shan",1,35 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2022-04-06,Huaxitian,Yellow Bourbon,Completed,Natural / Dry,7.92,7.67,7.58,7.58,7.42,7.58,10.0,10.0,10.0,7.67,0.0,83.42,9.9 %,0 full defects,0,Green,0 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
123,735285,Thailand,Doi Nan,CQU2022011,Doi Nan,,Coffee Quality Union,1450,Suan Ya Lung,Chalerm,5,2 kg,Japan Coffee Exchange,2022,2022-06-16,Coffee Quality Union,Java,Completed,Washed / Wet,7.67,7.67,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.67,0.0,83.42,11.6 %,0 full defects,2,Green,0 full defects,2023-06-16,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
124,677657,Uganda,Bugisu Shamba,035/170/5021210,Kawacom,,Kawacom uganda LTD,1400 - 1900,Mt Elgon,Kawacom Uganda Ltd,150,60 kg,Uganda Coffee Development Authority,2021 / 2022,2022-07-07,Kawacom Uganda LTD,SL14,Completed,Washed / Wet,7.75,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,0.0,83.42,10.1 %,0 full defects,0,Green,3 full defects,2023-07-07,Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119,Arabica
125,599385,Costa Rica,Gamboa Farm,11521-01,Beneficio Montañas del Diamante,5-0025-0112,"CECA,S.A.",1850,Tarrazu/Los Santos,Martin Gutierrez,350,35 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,2022-04-12,"CECA, S.A.",Caturra,Completed,Washed / Wet,7.83,7.75,7.42,7.42,7.67,7.5,10.0,10.0,10.0,7.75,0.0,83.33,11 %,0 full defects,0,Green,1 full defects,2023-04-12,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,Arabica
126,918443,Taiwan,四分子道,A04-Northern Taiwan Specialty Coffee Evaluation,四分子道,,Taiwu Coffee Cooperative,200-300,新竹縣,林士傑,1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,Typica,Completed,Pulped natural / honey,7.58,7.67,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.75,0.0,83.33,9.7 %,0 full defects,0,Greenish,0 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
127,917199,Guatemala,MI CAFECITO & LA PROVIDENCIA,1,MI CAFECITO + AGUA SANTA LA PROVIDENCIA + AGUA SANTA,,Mr.Brown Cafe,1280-1325,NEW ORIENTE & HUEHUETENANGO,500 PRODUCERS,320,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,2022-12-30,MR.BROWN CAFE,"MARSELLESA, CATUAI, CATURRA & MARSELLESA, ANACAFE 14, CATUAI",Completed,Washed / Wet,7.5,7.75,7.58,7.75,7.67,7.58,10.0,10.0,10.0,7.5,0.0,83.33,11.4 %,0 full defects,0,Green,0 full defects,2023-12-30,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
128,201057,Thailand,Doi Tung Development Project,TYPICA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1300-1500,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,2022-07-14,Doi Tung Development Project,Typica,Completed,Washed / Wet,7.92,7.92,7.75,7.33,7.58,7.5,10.0,10.0,10.0,7.33,0.0,83.33,12.3 %,0 full defects,0,Yellow-Green,16 full defects,2023-07-14,FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Arabica
129,128172,Taiwan,木華莊園,A21-Northern Taiwan Specialty Coffee Evaluation,木華莊園,,Taiwu Coffee Cooperative,300,桃園市,簡進財,1,80 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,Typica,Completed,Washed / Wet,7.58,7.67,7.58,7.75,7.42,7.58,10.0,10.0,10.0,7.75,0.0,83.33,9.6 %,0 full defects,0,Green,1 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
130,913173,Colombia,El Laurel,1,Hulling facility,,Minka coffee company LTD,1100,Sierra Nevada de Santa Marta,Eric SELLIN,2,1 kg,FABB Academy of Coffee,2021 / 2022,2022-09-30,piradaPKPL,Caturra,Completed,Washed / Wet,7.67,7.67,7.42,7.75,7.5,7.75,10.0,10.0,10.0,7.58,0.0,83.33,13.5 %,0 full defects,0,greenish,0 full defects,2023-09-30,FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Arabica
131,852126,Taiwan,東泓咖啡莊園,"The 2022 Pacific Rim Coffee Summit,T019",東泓咖啡莊園,,Taiwan Coffee Laboratory,750,Yunlin,陳善東,1,100 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2022-11-15,CHEN SHAN DONG 陳善東,SL34,Completed,Washed / Wet,7.75,7.83,7.58,7.58,7.58,7.5,10.0,10.0,10.0,7.5,0.0,83.33,10.7 %,0 full defects,0,Blue-Green,1 full defects,2023-11-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
132,989481,Uganda,Masereka William,7969,Dry Mill,11/35,Kyagalanyi Coffee Limited,1905,Rwenzori,Kyagalanyi coffee limited,320,60 kg,Uganda Coffee Development Authority,2021 / 2022,2022-09-01,KYAGALANYI COFFEE LIMITED,SL14,Completed,Washed / Wet,7.75,7.67,7.58,7.5,7.67,7.5,10.0,10.0,10.0,7.67,0.0,83.33,11.1 %,0 full defects,0,Green,5 full defects,2023-09-01,Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119,Arabica
133,442273,Honduras,varias,AMNI-22-6011-2,Beneficio seco,13-167-471-2,Cafe Organico Marcala S.A de C.V.,1400,Marcala,comsa,260,69 kg,Instituto Hondureño del Café,2021 / 2022,2022-08-17,Eliud Hernandez Gonzales,Catuai,Completed,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,0.0,83.25,11.3 %,0 full defects,1,Green,5 full defects,2023-08-17,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,Arabica
134,814258,Honduras,La Bendicion,"The 2022 Pacific Rim Coffee Summit,HN03","COMSA (Cafe Organic Marcala, S.A)",,Taiwan Coffee Laboratory,1600,"Marcala, La Paz",Joaquin Suazo,9,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,2022-11-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Lempira,Completed,Washed / Wet,7.67,7.75,7.67,7.58,7.5,7.58,10.0,10.0,10.0,7.5,0.0,83.25,10.5 %,0 full defects,0,Bluish-Green,3 full defects,2023-11-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
135,914711,Brazil,Fazenda Conquista e Capoeirinha,004/22,Dry mill,,Ipanema Coffees,950,Sul de Minas,Ipanema Agrícola SA,960,60 kg,Brazil Specialty Coffee Association,2022 / 2023,2023-02-13,Ipanema Coffees,Mundo Novo,Completed,Natural / Dry,7.58,7.5,7.5,7.83,7.67,7.5,10.0,10.0,10.0,7.67,0.0,83.25,11.6 %,0 full defects,0,Green,4 full defects,2024-02-13,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705,Arabica
136,431038,"Tanzania, United Republic Of",MASHIMA AMCOS,CN 4127220163/4189220459,GOURMET COFFEE MILL,033/0010/032,DORMAN TANZANIA LTD,1400-1700,KILIMANJARO,DORMAN TANZANIA LTD,320,60 kg,Kenya Coffee Traders Association,2022 / 2023,2023-01-03,Gilbert Maina,Bourbon,Completed,Washed / Wet,7.92,7.67,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.5,0.0,83.25,10.4 %,0 full defects,0,Greenish,8 full defects,2024-01-03,Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,Arabica
137,526397,Taiwan,棒棒有機農場,A41-Northern Taiwan Specialty Coffee Evaluation,棒棒有機農場,,Taiwu Coffee Cooperative,1100-1200,苗栗縣,林木青,1,320 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,unknown,Completed,Washed / Wet,7.75,7.75,7.58,7.67,7.42,7.5,10.0,10.0,10.0,7.58,0.0,83.25,9.6 %,0 full defects,0,Green,1 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
138,771213,Kenya,Several Farmers,37/12173/652,Dry Mill of Othaya Co-operative,,Marubeni Corporation,2000,Nyeri,Othaya Co-operative,53,60 kg,Japan Coffee Exchange,2021,2022-05-02,Ikuto Uehara,SL28,Completed,Washed / Wet,7.58,7.67,7.5,7.75,7.67,7.58,10.0,10.0,10.0,7.5,0.0,83.25,11.6 %,0 full defects,3,Green,1 full defects,2023-05-02,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
139,403616,Colombia,Blend,3-0960-01779,Sucafina Trilladora Neiva,3-0960-,Sucafina Colombia SAS,1800,Huila,Colombia Excelso Q Arabica Certified,275,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2021 / 2022,2022-04-22,Sucafina Colombia SAS,Caturra,Completed,Washed / Wet,7.75,7.58,7.17,7.67,7.75,7.67,10.0,10.0,10.0,7.67,0.0,83.25,11.3 %,0 full defects,1,Green,0 full defects,2023-04-22,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,Arabica
140,764728,Taiwan,蜜多莊園,A35-Northern Taiwan Specialty Coffee Evaluation,蜜多莊園,,Taiwu Coffee Cooperative,200-300,新竹縣,張新榮,1,16 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,Typica,Completed,Natural / Dry,7.75,7.75,7.5,7.75,7.5,7.42,10.0,10.0,10.0,7.5,0.0,83.17,9.7 %,0 full defects,0,Greenish,2 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
141,300672,Costa Rica,Gamboa Farm,11523-01,Beneficio Montañas del Diamante,5-0025-0114,"CECA,S.A.",1850,Tarrazu/Los Santos,Martin Gutierrez,200,69 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,2022-04-08,"CECA, S.A.",Caturra,Completed,Washed / Wet,7.75,7.58,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.58,0.0,83.17,11.1 %,0 full defects,2,Green,5 full defects,2023-04-08,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,Arabica
142,748900,Taiwan,迎曦山丘,A20-Northern Taiwan Specialty Coffee Evaluation,迎曦山丘,,Taiwu Coffee Cooperative,340,苗栗縣,翁召安,1,100 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,unknown,Completed,Washed / Wet,7.67,7.67,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.67,0.0,83.17,11.8 %,0 full defects,0,Blue-Green,0 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
143,106719,Laos,Nongluang Bolaven Plateau,DCN03.11.2022,Dao Heuang Group,,Dao Heuang Group,1200 - 1300,"Nongluang Bolaven Plateau, Champasack, Lao PDR",Dao Heuang Group,26,60 kg,Specialty Coffee Association of Indonesia,2022,2022-12-30,Dao Heuang Group,Catimor,Completed,Natural / Dry,7.67,7.75,7.33,7.67,7.58,7.5,10.0,10.0,10.0,7.58,0.0,83.08,11.8 %,0 full defects,0,brownish,7 full defects,2023-12-30,Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl. Harsono RM No. 3, Ragunan, South Jakarta, Jakarta",Mr. Michael Utama or Mr. Andi Fachri - 081382657727 / 087789140881,Arabica
144,754708,Honduras,La Cuchilla,187,CIGRAH,13-111-059,CIGRAH,1368,"Centro, Lagunetillas - Ajuterique, Comayagua",Fausto Nahun Maldonado,250,69 kg,Instituto Hondureño del Café,2021 / 2022,2022-05-23,Comercial Internacional de Granos de Honduras SA de CV,Catuai,Completed,Washed / Wet,7.67,7.67,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.58,0.0,83.08,10.6 %,0 full defects,2,Green,7 full defects,2023-05-23,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,Arabica
145,100400,Taiwan,東泓咖啡莊園Dong Hong Coffee Mamor,1,東泓咖啡莊園Dong Hong Coffee Mamor,,Taiwan Coffee Laboratory,750,"雲林縣古坑鄉 Gukeng Township, Yunlin County","陳善東 Chen, Shan-Dong",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,2022-04-06,CHEN SHAN DONG 陳善東,SL34,Completed,Natural / Dry,7.75,7.83,7.5,7.5,7.42,7.58,10.0,10.0,10.0,7.5,0.0,83.08,10.1 %,0 full defects,0,Yellow-Green,1 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
146,449544,Colombia,EL PRADO,3-59-0654,NEIVA,3-59-0654,carcafe ltda,1650,HUILA,FRANKLIN DUSSAN,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2022 / 2023,2023-01-13,rodrigo amaya,Caturra,Completed,Washed / Wet,8.0,7.67,7.42,7.58,7.58,7.42,10.0,10.0,10.0,7.33,0.0,83.0,13.1 %,0 full defects,0,Bluish-Green,1 full defects,2024-01-13,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,Arabica
147,345306,Nicaragua,Matagalpa - Jinotega,017-053-0165,PPC Sebaco,017-053-0165,Exportadora Atlantic S.A,1100,Matagalpa,varios productores,25,69 kg,Asociación de Cafés Especiales de Nicaragua,2021 / 2022,2022-03-29,Karla Nicaragua,Caturra,Completed,Washed / Wet,7.42,7.5,7.42,7.83,7.83,7.67,10.0,10.0,10.0,7.33,0.0,83.0,10.5 %,0 full defects,4,Bluish-Green,0 full defects,2023-03-29,Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,Arabica
148,300720,Mexico,Finca Tequihua,001,"Coatepec, Veracruz",3093,La Villa Coffee Company LLC,1350,"ZONGOLICA, VERACRUZ",Martin Tequihuatle Zepahua,141,69 kg,Centro Agroecológico del Café A.C.,2021 / 2022,2022-08-11,Alvin La Vaughn Landry,Bourbon,Completed,Washed / Wet,7.75,7.5,7.42,7.67,7.58,7.5,10.0,10.0,10.0,7.5,0.0,82.92,11.9 %,2 full defects,0,Green,1 full defects,2023-08-11,Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,Arabica
149,405157,Taiwan,樹橋窩莊園,A17-Northern Taiwan Specialty Coffee Evaluation,樹橋窩莊園,,Taiwu Coffee Cooperative,250-300,新竹縣,王維書,1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,Typica,Completed,Pulped natural / honey,7.5,7.67,7.58,7.58,7.5,7.5,10.0,10.0,10.0,7.58,0.0,82.92,8.9 %,0 full defects,0,Blue-Green,0 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
150,280845,Taiwan,嵩岳咖啡莊園,202203,yes,non,宸嶧國際有限公司,1200,"Shibi, Gukeng Township, Yunlin County 郵遞區號 , Taiwan (R.O.C.)",郭亮志,300,1 kg,Blossom Valley International宸嶧國際,2022,2022-10-24,郭亮志 GuoLiangZhi,Gesha,Completed,,7.67,7.5,7.42,7.75,7.42,7.58,10.0,10.0,10.0,7.58,0.0,82.92,10.2 %,0 full defects,0,yellow-green,0 full defects,2023-10-24,Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,Arabica
151,325010,Kenya,Kenyan Highlands area,CQU2022006,TAYLOR WINCH,037-0163-5536,Coffee Quality Union,1500－1950,Kericho,Selected small holder growers and wet mills,13,10 kg,Japan Coffee Exchange,2021,2022-04-07,Coffee Quality Union,"SL28, SL34, Ruiru11",Completed,Washed / Wet,7.58,7.5,7.58,7.67,7.5,7.5,10.0,10.0,10.0,7.58,0.0,82.92,11.7 %,0 full defects,0,Green,2 full defects,2023-04-07,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
152,424745,Guatemala,VARIAS FINCAS,2022.66.1,BENEFICIO PASTORES,11/15/85,Asociación Nacional del Cafe,1600,ANTIGUA,VARIOS PRODUCTORES,600,30 kg,Asociacion Nacional Del Café,2021 / 2022,2022-05-04,Angelica Paola Citan Lopez,Caturra,Completed,Washed / Wet,7.5,7.75,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.5,0.0,82.92,10.3 %,0 full defects,0,GREENISH,1 full defects,2023-05-04,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,Arabica
153,689252,Colombia,La Argentina,CQU2022013,La Argentina,,Coffee Quality Union,1350,Quindio,Augusto Torres,1,12 kg,Japan Coffee Exchange,2021 / 2022,2022-06-16,Coffee Quality Union,Typica Gesha,Completed,Washed / Wet,7.58,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.58,0.0,82.92,11.5 %,0 full defects,1,Greenish,3 full defects,2023-06-16,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
154,470272,Thailand,Doi Tung Development Project,GAYO 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1300-1500,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,2022-07-14,Doi Tung Development Project,Gayo,Completed,Washed / Wet,7.17,7.92,7.58,7.5,7.58,7.67,10.0,10.0,10.0,7.42,0.0,82.83,11.8 %,0 full defects,0,Yellow-Green,5 full defects,2023-07-14,FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Arabica
155,249591,Vietnam,Ea tan Cooperative,VHA- S3,SIMEXCO DAKLAK LTD,,SIMEXCO DAKLAK LTD,900,"Eatan Commune, Krong Nang District, Krong Nang Province",Ea Tan Cooperative,22,60 kg,Specialty Coffee Association,2021 / 2022,2022-06-03,Simexco DakLak,Catimor,Completed,Pulped natural / honey,7.58,7.42,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.33,0.0,82.83,13.3 %,0 full defects,0,Green,4 full defects,2023-06-03,Specialty Coffee Association,*CURRENTLY NOT ACCEPTING SAMPLES**,Brit Amell (CQI) - bamell@coffeeinstitute.org -,Arabica
